ID,Area,Perimeter
sd7_10x6a4.tiff,1126.791392,438.9360729
sd21_10x4a2.tiff,1639.655518,532.6000652
sd24_10x6a2.tiff,2431.005193,735.879284
sd26_10x4a1.tiff,299.6441189,148.610171
sd29_10x6a6.tiff,1938.706947,614.7422017
sd15_10xs410.tiff,1235.332282,449.5878738
sd19_10x6a4.tiff,624.8886141,299.7228689
sd30_10x7a3.tiff,733.8355193,301.0782074
sd16_10x4a3.tiff,954.5124978,376.2497805
sd24_10x2a5.tiff,3218.978082,837.5361382
sd13_10x6a3.tiff,447.7801167,203.8822495
sd22_10x4a9.tiff,520.6339459,252.9533173
sd29_10x2a1.tiff,1334.343261,508.9777023
sd18_10xs1a1.tiff,1360.331145,483.3696195
sd5_10x5a3.tiff,877.4074008,333.2203442
sd14_10x3a3.tiff,950.314916,350.0243851
sd29_10x8a11.tiff,1077.122525,407.2375879
sd3_10x69.tiff,865.922264,361.462984
sd29_10x7a2.tiff,1114.472964,434.6518012
sd27_10x21.tiff,1683.02683,569.3696172
sd27_10xs7a2.tiff,1392.83935,478.2569212
sd7_10x3a7.tiff,1123.736729,474.6589415
sd23_10x3a2.tiff,1670.900632,507.9655101
sd30_10x6a7.tiff,1503.655615,502.7005723
sd21_10x1a1.tiff,406.0905547,198.1248901
sd11_10xs11.tiff,412.6232447,199.9238795
sd29_10x3a5.tiff,1431.862261,494.2497809
sd11_10x5a4.tiff,207.0607546,118.3259006
sd24_10x3a1.tiff,2253.956542,663.3696185
sd29_10x3a4.tiff,1492.93141,524.4507914
sd11_10x5a5.tiff,299.3267535,152.5096666
sd7_10x3a6.tiff,912.3964272,371.3036032
sd23_10x3a3.tiff,929.595286,333.1959575
sd30_10x6a6.tiff,1668.087271,513.8477594
sd29_10x7a3.tiff,1033.997686,409.0782076
sd27_10xs7a3.tiff,2333.876528,664.121925
sd13_10x3a1.tiff,470.8874861,209.580734
sd11_10x1a2.tiff,534.6122383,237.6812388
sd30_10x2a1.tiff,1525.764261,496.0142806
sd5_10x5a2.tiff,804.9117087,307.7056254
sd27_10xs22.tiff,903.7923318,357.3036039
sd14_10x3a2.tiff,574.5070607,246.4091604
sd16_10x1a1.tiff,2080.749367,606.1808003
sd29_10x8a10.tiff,2015.405057,623.7472534
sd3_10x68.tiff,537.6655676,231.4802283
sd24_10x2a4.tiff,1393.368468,479.8721448
sd26_10x72.tiff,320.1279735,162.9116873
sd13_10x6a2.tiff,558.5321174,235.5807339
sd11_10x4a1.tiff,678.2045472,274.9360726
sd22_10x4a8.tiff,570.9341537,265.0954533
sd30_10x7a2.tiff,1264.495167,443.8893903
sd16_10x4a2.tiff,551.5584742,239.8233744
sd24_10x6a3.tiff,1170.8759,448.7594461
sd29_10x6a7.tiff,2310.068746,691.5533826
sd19_10x2a2.tiff,571.3719233,272.1665201
sd14_10x3a11.tiff,425.6365186,202.0243851
sd14_10x2a6.tiff,402.226738,196.6101716
sd7_10x6a5.tiff,681.4942891,318.6518011
sd21_10x4a3.tiff,1351.490367,482.7594465
sd14_10x65.tiff,698.3223575,279.6639936
sd14_10x5a4.tiff,302.0126027,150.5096672
sd23_10x1a2.tiff,948.9917525,356.0487701
sd30_10x4a7.tiff,971.6753946,377.9655097
sd21_10x3a1.tiff,2161.296583,633.3868631
sd15_10xs22.tiff,1101.395438,418.9777019
sd24_10x1a1.tiff,1404.512992,497.2447276
sd26_10x3a2.tiff,293.9900546,149.539104
sd29_10x8a6.tiff,728.8140636,325.0954524
sd7_10xs42.tiff,646.2954307,268.6934319
sd29_10x1a5.tiff,2200.516043,635.1513623
sd1_10x62.tiff,355.7228307,173.0538226
sd19_10x1a7.tiff,1306.553209,448.6589421
sd24_10x5a6.tiff,2611.164817,719.2518705
sd20_10x11.tiff,617.116546,289.095452
sd11_10x3a3.tiff,562.5370162,238.5685416
sd29_10x5a2.tiff,878.5022539,356.4751747
sd30_10x5a3.tiff,636.7737152,271.4213544
sd19_10x4a4.tiff,1373.279652,540.3157965
sd18_10xs3a1.tiff,673.7652939,297.622364
sd29_10x9a2.tiff,1485.347483,524.8183221
sd8_10x11.tiff,418.0859806,200.7106773
sd2_10x2a3.tiff,407.700745,191.882249
sd13_10x4a3.tiff,404.7140609,194.6101712
sd30_10x8a7.tiff,410.1370838,208.3259009
sd16_10x2a4.tiff,1058.180418,371.0609615
sd21_10xs1a8.tiff,484.0567871,236.2670263
sd7_10X4a4.tiff,1308.44984,486.9604567
sd23_10x4a1.tiff,1804.372891,551.1858529
sd30_10x1a4.tiff,1074.995774,402.0487698
sd3_10x44.tiff,252.8498236,133.5979787
sd29_10x4a6.tiff,2042.301447,636.8670913
sd24_10x4a2.tiff,2469.95724,721.7300092
sd12_10x1a5.tiff,717.072306,292.1248893
sd8_10x31.tiff,579.2568476,247.178712
sd7_10xs2a3.tiff,461.3779887,228.7523072
sd22_10x2a10.tiff,1918.187364,588.7838324
sd16_10x3a12.tiff,921.1428192,359.9066344
sd15_10xs43.tiff,1180.538373,415.747255
sd18_10x1a2.tiff,494.8088494,247.8650055
sd29_10x3a8.tiff,1945.414095,634.7178161
sd9_10x7a2.tiff,1152.102748,412.1909057
sd3_10x3a2.tiff,609.2842562,253.5218588
sd1_10x8a2.tiff,778.8223987,307.5807333
sd21_10xs2a1.tiff,2512.200648,703.2619731
sd3_10x64.tiff,529.8302412,232.308655
sd22_10x1a7.tiff,968.2653526,400.1320302
sd15_10x5a1.tiff,578.7206573,259.1787134
sd29_10x11a4.tiff,731.3227291,305.7056236
sd21_10x22.tiff,1553.248428,540.4579301
sd1_10x4a2.tiff,406.4405011,198.12489
sd3_10x72.tiff,508.4851623,231.1370828
sd22_10x4a4.tiff,756.573387,310.9360716
sd17_10x2a1.tiff,472.7782492,220.8528126
sd24_10x2a8.tiff,2443.596488,695.5117551
sd15_10xs55.tiff,1101.591881,392.2741655
sd3_10x2a6.tiff,665.8185237,271.9066347
sd15_10x4a5.tiff,1125.133004,401.0193326
sd9_10x2a1.tiff,947.0441614,386.7766919
sd15_10x3a7.tiff,1265.208149,431.9238795
sd30_10xs2a3.tiff,1213.528712,429.7056246
sd20_10x5a2.tiff,425.1296932,195.7228709
sd18_10x3a3.tiff,568.1756032,255.2375878
sd29_10x1a9.tiff,1964.498561,604.0802958
sd9_10x5a3.tiff,1543.403239,518.3746716
sd27_10x16.tiff,983.7857131,377.2030966
sd14_10x69.tiff,835.6918097,316.4924233
sd14_10x86.tiff,761.8946926,293.119838
sd12_10x3a4.tiff,954.2964595,387.3208485
sd3_10x5a4.tiff,550.6004587,260.8528117
sd22_10x3a6.tiff,1038.574912,411.3036028
sd9_10x1a4.tiff,1220.941161,448.0904005
sd27_10x41.tiff,1721.674687,561.4112484
sd5_10x11.tiff,486.8398203,216.6101713
sd3_10x1a3.tiff,299.2485796,152.3259012
sd27_10x8a5.tiff,2173.356312,650.2813051
sd15_10x2a3.tiff,1426.97549,476.735062
sd7_10xs1a6.tiff,1189.076265,437.8477596
sd16_10x2a13.tiff,689.8270877,273.2203432
sd29_10x4a13.tiff,1336.386372,448.8183227
sd15_10x6a4.tiff,794.3651409,312.0904
sd22_10x2a2.tiff,1494.009196,506.4995605
sd7_10X4a8.tiff,873.7885981,344.4507911
sd21_10xs1a4.tiff,1736.868534,575.0437174
sd16_10x2a8.tiff,1322.324536,440.357427
sd21_10xs32.tiff,1279.830172,447.3208481
sd29_10x4a1.tiff,1607.351706,544.8843356
sd3_10x43.tiff,353.2195807,172.4264061
sd24_10x4a5.tiff,3388.59742,858.9675982
sd8_10x41.tiff,388.8984125,184.7523062
sd22_10x2a9.tiff,664.2494387,314.6934313
sd30_10x1a3.tiff,1546.299587,527.3036031
sd7_10X4a3.tiff,788.3792261,332.6761862
sd29_10x9a5.tiff,1538.101796,522.7005718
sd13_10x4a4.tiff,447.7533897,198.9533173
sd2_10x2a4.tiff,348.3790654,173.0538224
sd26_10x2a1.tiff,290.0997674,146.7106773
sd14_10x4a7.tiff,877.1484688,334.0904
sd26_10xa1.tiff,342.034436,173.7817445
sd30_10x5a4.tiff,1111.009504,427.2203429
sd19_10x4a3.tiff,1073.06948,444.7178169
sd11_10x3a4.tiff,452.5896482,210.3086553
sd24_10x5a1.tiff,4422.13376,1014.839743
sd29_10x5a5.tiff,1537.697775,527.026475
sd16_10x3a7.tiff,916.7427786,333.0365773
sd15_10x71.tiff,1019.08092,365.6883779
sd30_10xs2a8.tiff,1553.593016,486.2985522
sd29_10x1a2.tiff,1790.539756,577.8548986
sd18_10xs2a2.tiff,1165.414691,416.3574268
sd29_10x8a1.tiff,821.370279,346.6518012
sd14_10x62.tiff,646.3544537,257.705623
sd24_10x4a13.tiff,1773.312929,576.7005707
sd5_10x3a3.tiff,740.1074601,290.3502858
sd21_10x3a6.tiff,1782.827105,566.2985489
sd14_10x5a3.tiff,432.6085637,199.7817441
sd14_10x3a16.tiff,444.6349218,199.8406197
sd19_10x2a5.tiff,1248.281513,460.4924206
sd30_10x3a2.tiff,1220.657139,435.663994
sd7_10x6a2.tiff,1391.542312,475.421353
sd5_10x4a1.tiff,1595.370458,492.8183223
sd21_10x4a4.tiff,1052.569639,372.3502853
sd14_10x2a1.tiff,362.7715226,184.2253954
sd24_10x6a4.tiff,1877.578658,534.4995614
sd19_10x6a2.tiff,941.2176161,427.0193329
sd9_10xs2a1.tiff,1558.780289,515.7888839
sd24_10x5a12.tiff,2477.570953,714.9503528
sd16_10x4a5.tiff,358.1885271,189.4974741
sd30_10x7a5.tiff,711.5123641,306.8771963
sd9_10xs31.tiff,1411.114434,466.8427069
sd24_10x2a3.tiff,2166.105598,643.7960256
sd27_10x31.tiff,1010.723017,392.0315231
sd29_10x2a7.tiff,2084.653323,644.2152903
sd14_10x3a5.tiff,545.8260811,233.2964628
sd16_10x1a6.tiff,1494.974273,486.7838312
sd30_10x2a6.tiff,1181.771952,433.4873675
sd5_10x5a5.tiff,904.4335354,339.1787136
sd19_10x3a1.tiff,1573.778748,559.9898956
sd29_10x7a4.tiff,1071.352288,399.9655093
sd27_10xs7a4.tiff,1118.255982,426.8599508
sd27_10x27.tiff,1011.698363,377.1198372
sd30_10x6a1.tiff,1373.19447,483.9898946
sd24_10x1a10.tiff,1723.563955,552.0904003
sd7_10x3a1.tiff,610.3183817,281.0782079
sd15_10xs48.tiff,1255.063329,422.6934315
sd29_10x3a3.tiff,1629.346099,535.521858
sd24_10x3a7.tiff,1792.004256,517.8822496
sd2_10x1a1.tiff,300.2711936,151.5391035
sd13_10x7a1.tiff,610.3958257,250.0243844
sd11_10x5a2.tiff,286.417359,145.3380949
sd21_10xs1a3.tiff,1503.676096,510.0487697
sd14_10x97.tiff,730.380856,287.220343
sd21_10xs35.tiff,1164.803495,442.4924219
sd29_10x4a14.tiff,1439.612334,527.8061284
sd22_10x2a5.tiff,1421.585703,513.0853467
sd15_10x6a3.tiff,620.8892027,284.1492749
sd24_10x4a9.tiff,1663.193243,543.6051178
sd29_10x3a10.tiff,1785.699404,584.5584353
sd16_10x2a14.tiff,405.3622367,185.96551
sd7_10xs1a1.tiff,1763.042875,574.1736605
sd27_10xs52.tiff,1854.558562,592.0975407
sd15_10x2a4.tiff,884.4953619,359.2375883
sd16_10xs2a7.tiff,909.6995172,366.5340515
sd20_10x4a1.tiff,756.9854627,330.0660148
sd27_10x8a2.tiff,501.2198677,232.4091606
sd15_10xs3a1.tiff,972.592321,354.1665208
sd3_10x1a4.tiff,416.2580012,196.8528124
sd25_10x21.tiff,685.7675706,301.7228694
sd9_10x1a3.tiff,1648.894178,535.1025928
sd27_10x11.tiff,1147.842547,412.2741656
sd3_10x5a3.tiff,412.3736745,194.4680362
sd12_10x3a3.tiff,1535.413966,538.315796
sd14_10x81.tiff,626.2637651,257.2792175
sd30_10xs2a4.tiff,1023.529261,367.261973
sd20_10x5a5.tiff,700.6887045,300.8771964
sd9_10x5a4.tiff,1680.876037,530.3818147
sd18_10x3a4.tiff,844.6379099,359.3797233
sd22_10x1a11.tiff,1680.390919,555.4112494
sd15_10x4a2.tiff,1194.656943,437.6223637
sd9_10x2a6.tiff,2191.771263,639.5950136
sd7_10xs32.tiff,825.7292302,370.7939367
sd3_10x2a1.tiff,568.7380019,243.2792187
sd15_10xs52.tiff,1496.852359,498.8599522
sd12_10x4a1.tiff,1114.876717,412.5929269
sd1_10x9a1.tiff,894.8089616,324.6101718
sd30_10xs1a1.tiff,811.9252405,324.8183217
sd22_10x4a3.tiff,1542.204517,518.2081507
sd9_10x6a1.tiff,1532.088431,515.4457396
sd21_10x25.tiff,1100.512249,424.1736604
sd29_10x11a3.tiff,923.7081084,370.0315255
sd29_10x7a8.tiff,721.4530619,291.5807334
sd9_10x3a2.tiff,1207.6559,446.7350622
sd15_10x5a6.tiff,826.5954948,323.9066343
sd1_10x8a5.tiff,947.5948465,381.7228692
sd12_10x5a5.tiff,1829.89641,596.2741654
sd21_10xs2a6.tiff,651.8338051,285.4385986
sd14_10x3a9.tiff,344.3362494,169.254833
sd3_10x3a5.tiff,357.7603106,174.3259009
sd9_10x7a5.tiff,682.5062526,286.2914122
sd25_10xs11.tiff,584.0183086,247.036577
sd29_10xs2a2.tiff,1315.442503,481.0609623
sd17_10x3a2.tiff,1009.533176,414.7766919
sd16_10xs1a2.tiff,1108.326031,404.4162995
sd7_10xs2a4.tiff,670.7437393,313.8233743
sd12_10x1a2.tiff,1017.474338,372.634557
sd10_10x3a1.tiff,300.6771024,152.0243852
sd15_10xs44.tiff,1289.444549,446.8010746
sd16_10x3a15.tiff,644.6421219,264.7523072
sd30_10xs31.tiff,1277.442713,436.7594475
sd7_10xs2a5.tiff,1344.445877,490.7178162
sd12_10x1a3.tiff,616.4696478,265.6223642
sd15_10xs45.tiff,1728.450635,545.5046129
sd20_10x21.tiff,573.8590395,269.3208474
sd9_10x7a4.tiff,662.2471424,299.6223634
sd18_10x1a4.tiff,856.9720026,331.2619731
sd29_10xs2a3.tiff,1971.360514,608.8254645
sd1_10x52.tiff,361.6722234,177.7817445
sd16_10xs1a3.tiff,1241.622162,434.6589421
sd1_10x8a4.tiff,775.4744565,308.0660149
sd12_10x5a4.tiff,434.5668327,225.9655104
sd21_10xs2a7.tiff,332.9241493,171.1543279
sd14_10x3a8.tiff,669.9965596,282.5096663
sd3_10x3a4.tiff,386.0235682,186.6101718
sd3_10x62.tiff,516.6407984,223.7817453
sd29_10x7a9.tiff,794.4540479,348.1248902
sd15_10x11.tiff,966.708495,392.9360728
sd9_10x3a3.tiff,2232.57417,617.5634897
sd15_10x5a7.tiff,1030.298344,387.3036032
sd22_10x1a1.tiff,1207.471785,461.3036028
sd20_10x3a2.tiff,831.2477318,333.7472535
sd21_10x24.tiff,2031.671161,630.2985513
sd29_10x11a2.tiff,1190.679716,433.9726506
sd22_10x4a2.tiff,877.7494399,350.0660151
sd7_10xs33.tiff,716.3225349,298.3086562
sd15_10xs53.tiff,757.3167279,303.0954525
sd20_10x2a6.tiff,1592.012608,542.8599527
sd22_10x1a10.tiff,1589.886975,518.3990549
sd15_10x4a3.tiff,1176.452653,430.5929264
sd29_10xs31.tiff,1589.140391,559.2447282
sd30_10xs2a5.tiff,1495.255631,499.605119
sd20_10x5a4.tiff,596.6537217,271.2792181
sd15_10x3a1.tiff,1048.585764,398.1076454
sd1_10x7a1.tiff,703.7238215,284.6934322
sd3_10x5a2.tiff,410.9495544,195.2964629
sd12_10x3a2.tiff,1258.689597,466.9188278
sd10_10x1a1.tiff,918.9487204,338.7766925
sd9_10x8a1.tiff,963.5526204,365.3036033
sd9_10x1a2.tiff,910.6734832,384.4924208
sd27_10x8a3.tiff,2374.791926,673.0508581
sd3_10x1a5.tiff,438.7567225,199.5807338
sd18_10x2a1.tiff,1112.708757,415.6295059
sd9_10x4a1.tiff,852.6784631,338.5512966
sd15_10x2a5.tiff,1312.738476,451.8650045
sd27_10xs53.tiff,1267.244359,448.1147854
sd16_10xs2a6.tiff,922.6805474,362.0315257
sd29_10x3a11.tiff,1862.924391,553.3797227
sd16_10x2a15.tiff,766.1565143,299.8233744
sd6_10x2a1.tiff,774.1108743,324.6934325
sd22_10x2a4.tiff,1574.525433,517.7716383
sd15_10x6a2.tiff,743.7527928,302.2914112
sd24_10x4a8.tiff,2020.730885,636.1736598
sd17_10x4a1.tiff,788.177923,342.8355672
sd12_10x6a1.tiff,1389.805007,479.1858542
sd21_10xs1a2.tiff,1304.678032,468.0487701
sd14_10x96.tiff,761.8782632,297.6812392
sd21_10xs34.tiff,1873.794538,596.0731553
sd29_10x3a2.tiff,2230.732447,653.9482645
sd24_10x3a6.tiff,2648.030944,701.4284939
sd11_10x5a3.tiff,323.9851907,161.8822495
sd24_10x1a11.tiff,2697.397104,742.1635556
sd21_10x1a6.tiff,1766.525445,573.3036031
sd15_10xs49.tiff,1005.283915,391.2203429
sd29_10x7a5.tiff,955.3951682,389.7228701
sd27_10xs7a5.tiff,1334.786788,461.144224
sd27_10x26.tiff,1864.514662,596.3990544
sd26_10x5a2.tiff,204.6783742,115.0121925
sd14_10x3a4.tiff,553.9471155,248.4091618
sd16_10x1a7.tiff,928.3080213,367.6051188
sd30_10x2a7.tiff,2549.188495,692.5067006
sd5_10x5a4.tiff,436.1975087,199.3380933
sd13_10x6a4.tiff,424.9674169,196.7106764
sd24_10x2a2.tiff,2534.232301,684.0802946
sd29_10x2a6.tiff,1392.393547,510.492422
sd19_10x6a3.tiff,1051.21212,439.5634891
sd24_10x5a13.tiff,1608.026168,529.9137763
sd16_10x4a4.tiff,831.1102784,316.4091607
sd23_10x2a1.tiff,709.799599,291.7644987
sd30_10x7a4.tiff,705.7759312,311.1787128
sd24_10x6a5.tiff,3433.713844,869.6021539
sd29_10x6a1.tiff,995.1311139,403.7644991
sd14_10x3a17.tiff,603.9680497,256.0243849
sd19_10x2a4.tiff,992.4241703,351.2203429
sd7_10x6a3.tiff,569.850345,276.3675305
sd1_10x10a1.tiff,666.5368796,273.2792186
sd21_10x4a5.tiff,1338.731051,489.0437171
sd14_10x63.tiff,763.0001478,307.1787125
sd30_10x4a1.tiff,778.6757109,311.923879
sd24_10x4a12.tiff,1969.303963,626.9604574
sd7_10x1a1.tiff,1498.334151,523.3036042
sd5_10x3a2.tiff,387.8465093,185.6812397
sd14_10x5a2.tiff,290.8795248,150.0243856
sd24_10x1a7.tiff,2396.877234,701.3696184
sd2_10x3a1.tiff,216.3143424,122.2842706
sd13_10x5a1.tiff,654.5305931,266.2670261
sd29_10x1a3.tiff,2459.672616,711.0853484
sd18_10xs2a3.tiff,925.6161565,357.161469
sd19_10x1a1.tiff,749.7844249,336.5929259
sd16_10x3a6.tiff,602.8008347,256.3086555
sd29_10x5a4.tiff,1437.512141,492.2569215
sd14_10x4a6.tiff,549.4195594,233.2792178
sd30_10x5a5.tiff,1561.792949,515.4873683
sd19_10x4a2.tiff,1164.21261,464.0315249
sd8_10x2a2.tiff,613.2369897,266.1076447
sd29_10x9a4.tiff,1501.971536,519.2447281
sd2_10x2a5.tiff,398.581709,188.1248902
sd30_10x1a2.tiff,1092.001492,411.8650053
sd7_10X4a2.tiff,572.2122318,261.7228698
sd30_10x8a1.tiff,975.7304574,376.0904022
sd16_10x2a2.tiff,1824.146323,588.7422028
sd21_10xs38.tiff,624.4892905,273.4385983
sd3_10x42.tiff,333.241812,168.4680358
sd24_10x4a4.tiff,2094.080244,654.1147857
sd22_10x2a8.tiff,1239.614114,459.7300093
sd11_10x2a1.tiff,759.5456202,293.0954529
sd24_10x3a5.tiff,2470.144656,683.9482657
sd2_10x1a3.tiff,315.4960062,157.740114
sd29_10x3a1.tiff,1538.753087,522.6345577
sd30_10x6a3.tiff,1391.091873,483.4213533
sd7_10x3a3.tiff,1458.385355,526.2569205
sd24_10x1a12.tiff,1690.92271,555.7300099
sd21_10x1a5.tiff,1690.247889,506.0559101
sd27_10x25.tiff,1140.403113,431.5462437
sd26_10x5a1.tiff,230.9223367,125.0538222
sd4_10x31.tiff,369.9324603,176.4091613
sd19_10x3a3.tiff,1226.242264,433.4802288
sd21_10xs2a8.tiff,1232.869056,431.6295021
sd30_10x2a4.tiff,1317.784163,468.7766916
sd14_10x3a7.tiff,571.694475,244.4091606
sd16_10x1a4.tiff,1170.666713,457.7300084
sd29_10x2a5.tiff,1548.4841,555.0609629
sd27_10x33.tiff,1906.313103,596.9259665
sd24_10x2a1.tiff,1892.599672,598.9675984
sd23_10x2a2.tiff,1035.869867,365.1025925
sd24_10x5a10.tiff,3877.659722,931.9381602
sd27_10xs31.tiff,1945.747305,602.6244516
sd9_10xs2a3.tiff,451.0623832,216.6518022
sd29_10x6a2.tiff,1253.637684,446.1909062
sd24_10x6a6.tiff,4215.344067,985.1240162
sd14_10x2a3.tiff,391.288319,187.4385995
sd1_10x10a2.tiff,472.0839365,214.0832601
sd21_10x4a6.tiff,855.9114769,373.7644988
sd14_10x3a14.tiff,682.2710454,282.8528124
sd14_10x5a1.tiff,643.0833876,273.7644993
sd24_10x4a11.tiff,1681.082261,524.0559113
sd30_10x4a2.tiff,1046.172198,401.5634893
sd7_10x1a2.tiff,1488.140965,503.2030975
sd5_10x3a1.tiff,776.5556098,294.9533176
sd21_10x3a4.tiff,1818.165928,571.771639
sd19_10x5a5.tiff,1106.641019,439.6051199
sd29_10x8a3.tiff,1759.925353,577.9066355
sd24_10x1a4.tiff,1970.101233,613.8376536
sd2_10x3a2.tiff,660.6874207,266.1248902
sd16_10x3a5.tiff,640.7049304,265.5218594
sd28_10xs21.tiff,426.5991398,203.5807339
sd19_10x1a2.tiff,536.1413151,268.1665201
sd29_10x5a7.tiff,1709.362863,535.3107427
sd24_10x5a3.tiff,1702.981758,504.1980456
sd20_10x14.tiff,521.7967478,224.5512964
sd8_10x2a1.tiff,988.6967765,372.3919153
sd19_10x4a1.tiff,1071.70317,416.0904001
sd14_10x4a5.tiff,1115.555763,408.13203
sd8_10x14.tiff,348.6224609,175.0538231
sd2_10x2a6.tiff,556.3849063,237.379723
sd29_10x9a7.tiff,980.8677499,380.2914104
sd30_10x8a2.tiff,889.2150779,353.178713
sd16_10x2a1.tiff,1355.255889,467.3452328
sd30_10x1a1.tiff,771.5908204,329.2792172
sd7_10X4a1.tiff,629.6775125,273.7644986
sd11_10x2a2.tiff,899.0890877,344.9777024
sd24_10x4a7.tiff,1678.881146,523.5289972
sd8_10x43.tiff,514.4380084,220.3502867
sd3_10x41.tiff,294.9694988,151.6396095
sd29_10x4a3.tiff,1878.546883,571.8965285
sd15_10xs46.tiff,755.1133745,299.3380938
sd20_10x22.tiff,623.7813127,281.0782071
sd8_10x34.tiff,491.222492,237.622363
sd21_10x1a9.tiff,532.6257854,269.6812389
sd1_10x51.tiff,376.9217669,184.3675306
sd3_10x61.tiff,474.3402268,207.5979793
sd15_10xs11.tiff,616.330771,281.6223645
sd25_10x1a1.tiff,522.0122459,231.3380934
sd16_10x1a8.tiff,2019.159269,590.5411911
sd1_10x8a7.tiff,826.6673615,354.3086559
sd21_10xs2a4.tiff,1763.67654,566.5756824
sd22_10x1a2.tiff,1167.598328,445.0609622
sd20_10x3a1.tiff,708.254454,299.9482669
sd15_10x5a4.tiff,886.0913268,321.0609636
sd15_10x12.tiff,1849.633037,573.7127626
